 Date , Latitude , Longitude , Location , Species , Adult M , Adult F , Adult , Subadult , Polar bear condition , Polar bear den , Cub/calf/pup , Bear cubs , Dead/alive , Unidentified , Total , Habitat , Occurrence remark 
 2000-07-29 ,78.55,25.4166666666667, , balaena mysticetus , , , , , , , , , , ,1, water , V. Large individual possibly a F 
 2000-08-08 ,79.1166666666667,21.4416666666667, , balaena mysticetus , , , , , , , , , , ,1, water , 
 2000-08-16 ,78.917,24.05, , balaena mysticetus , , , , , , , , , , ,1, water , 
 2001-08-08 ,79.268,20.858, , balaena mysticetus , , , , , , , , , , ,1, water , 
 2005-08-06 ,78.932,11.922, Nye Ålesund , balaena mysticetus , , , , , , , , , , ,1, water , 
 2006-04-17 ,80.27,0.68, Fram Strait , balaena mysticetus , , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
 2006-04-25 ,81.03,1.15, Fram Strait , balaena mysticetus , , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
 2006-04-26 ,81.12,1.6, Fram Strait , balaena mysticetus , , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
 2006-04-26 ,81.04,1.16, Fram Strait , balaena mysticetus , , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
 2006-04-28 ,81.18,1.76, Fram Strait , balaena mysticetus , , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
 2006-07-19 ,78.244,15.565, Longyearbyen , balaena mysticetus , , , , , , , , , , ,1, water , 
 2006-07-21 ,78.1033333333333,13.9666666666667, Festingen , balaena mysticetus , , , , , , , , , , ,1, water , 
 2006-07-30 ,79.581,20.849, Palanderbukta , balaena mysticetus , , , , , , , , , , ,1, water , 
 2006-07-30 ,79.581,20.849, Palanderbukta , balaena mysticetus , , , , , , , , , , ,1, water ," Apparently feeding, white marks around tailstock "
 2007-08-22 ,79.523,17.879, Lomfjorden , balaena mysticetus , , , , , , , , , , ,1, , Not sure between BoW and RW 
 2009-07-01 ,80.07,15.73, , balaena mysticetus , , ,1, , , , , , , ,1, water , all infos with C. Lydersen 
 2009-07-01 ,80.076,15.79, East of Moffen , balaena mysticetus , , ,1, , , , , , , ,1, water ," Feeding, pictures available "
 2009-07-04 ,80.04,15.332, Moffen , balaena mysticetus , , , , , , , , , , ,1, water ," 1, between Moffen and Verlegenhuken, 80°01,8’N/15°40,6’E, 4.7.09 "
 2010-04-03 ,79.9,1.005, Fram Strait , balaena mysticetus , ,1, , , , , , , , ,1, unknown , Bowhaed Survey 2010 
 2012-06-24 ,79.9307,13.4633, , balaena mysticetus , , , , , , , , , , ,1, unknown , 
 2012-08-21 ,78.814,-6.506, Framstredet , balaena mysticetus , , , , , , , , , , ,1, water , picture from helicopter 
 2012-08-27 ,80.10167,-16.01, Framstredet , balaena mysticetus , , ,1, , , , , , , ,1, water , seen from helicopter 
 2012-09-03 ,79.25,-5.02, Framstredet , balaena mysticetus , , ,1, , , , , , , ,1, water , seen from helicopter 
 2013-06-14 ,76.291,-8.291, Greenland Sea , balaena mysticetus , , , , , , , , , , ,1, water , pictures attached to msg in SR23 
 2013-06-14 ,76.168,-8.324, Greenland Sea , balaena mysticetus , , , , , , , , , , ,1, water , pictures attached to msg in SR23 
 2013-06-14 ,76.466,-8.018, Greenland Sea , balaena mysticetus , , , , , , , , , , ,1, water , pictures attached to msg in SR23 
 2013-07-26 ,79.268,10.069, , balaena mysticetus , , , , , , , , , , ,1, water , Possibly this species. 1 blow seen. 
 2015-06-09 ,77.28529834,-0.86226594, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
 2015-06-09 ,77.0290778,-5.15690091, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
 2015-06-09 ,77.13016461,-2.61487307, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
 2015-06-09 ,77.10454279,-3.4900856, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
 2015-08-02 ,81.3647833333333,15.7626833333333, NW Seven Islands , balaena mysticetus ,0,0,1,0,0, ,0,0, ,0,1, water , along pack ice 10h55 
 2015-08-14 ,80.148,27.892, Storøya , balaena mysticetus ,0,0,1,0,0, ,0,0, ,0,1, water ," Sleeping, then moved away and disappeared. "
 2015-08-24 ,81.775,21.2734, North of Seven Islands , balaena mysticetus ,0,0,1,0,0, ,0,0, ,0,1, water , along pack ice edge 20h30 
 2015-08-24 ,81.7562666666666,19.90555, North of Seven Islands , balaena mysticetus ,0,0,1,0,0, ,0,0, ,0,1, water , along pack ice edge 16h00 
 2016-06-05 ,76.96566272,-4.58846246, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Hans Verdaat 
 2016-06-05 ,76.9758687078,-4.5634232842, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Marijke de Boer 
 2016-06-05 ,76.96566272,-4.58846246, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,1,1, , 
 2016-06-06 ,77.79809768,-2.15746201, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Hans Verdaat 
 2016-06-06 ,77.61424217,-4.35552282, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,1,1, , 
 2016-06-06 ,77.79809768,-2.15746201, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , unknown ,0,1, water , Hans Verdaat 
 2016-06-06 ,77.79809768,-2.15746201, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,1,1, , 
 2016-06-20 ,81,16.53, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,1,1, , 
 2016-06-22 ,80.7333333333333,21.8666666666666, N av Phippsøya , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,1,1, , 
 2008-08-01 ,78.85096,33.69752, , balaena mysticetus , , , , , , , , , , ,1, water , 
 2016-06-06 ,77.61234,-4.34891, Fram Strait , balaena mysticetus ,0,0,1,0, , ,0, , dead ,0,1, water , Marijke de Boer 
 2016-08-14 ,78.90094,20.92518, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,1,1, , 
 2016-08-14 ,78.90094,20.92518, , balaena mysticetus ,0,0,0,0, , ,0, , alive ,1,1, , bilde vedlagt 
 2011-10-07 ,79.197,-9.081, , balaena mysticetus , , , , , , , , , , ,2, unknown , pictures 
 2012-06-24 ,79.963,13.425, Reinsdyrflya , balaena mysticetus , , , , , , , , , , ,2, water , 
 2012-06-28 ,80,29.39, , balaena mysticetus , , ,2, , , , , , , ,2, water , Photos available 
 2016-04-07 ,72.4166666666666,-15.8833333333333, , balaena mysticetus ,0,1,0,0, , ,1, , unknown ,0,2, , Film vedlagt rapporten 
 2016-06-06 ,77.70038944,-4.94048681, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans/Marijke 
 2016-06-06 ,77.7792939634,-2.8728513727, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
 2016-06-06 ,77.73006733,-3.04059341, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
 2016-06-06 ,77.6550746057,-4.5657015174, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
 2016-06-06 ,77.70038944,-4.94048681, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans/Marijke 
 2016-06-06 ,77.73006733,-3.04059341, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,2,2, , 
 2016-06-06 ,77.7792939634,-2.8728513727, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
 2016-06-06 ,77.65417491,-4.56100015, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,2,2, , 
 2016-06-06 ,77.6550746057,-4.5657015174, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
 2016-06-06 ,77.73006733,-3.04059341, Fram Strait , balaena mysticetus ,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
 2016-06-06 ,77.70038944,-4.94048681, , balaena mysticetus ,0,0,0,0, , ,0, , unknown ,2,2, , 
 2016-07-10 ,81.18,15.36, pack ice , balaena mysticetus ,0,0,2,0,0, ,0,0, ,0,2, , Bowhead Whales cruised alongside ship for upwards of 45 minutes unperturbed. Could have been three Bowheads as three whales sighted initially but one whale not seen shortly after initial sighting and ID not confirmed. Good close up footage of two Bowheads obtained. 
 2008-07-31 ,78.64945,29.30327, Kongsøya , balaena mysticetus , , , , , , , , , , ,2, water , 
 2006-04-26 ,81.31,2.3, Fram Strait , balaena mysticetus , , , , , , , , , , ,3, unknown , Bowhaed Survey 2006 
 2006-04-28 ,81.35,1.53, Fram Strait , balaena mysticetus , , , , , , , , , , ,3, unknown , Bowhaed Survey 2006 
 2011-09-07 ,78.775,-8.792, Framstredet , balaena mysticetus , , ,1, , , , , , , ,3, unknown , 
 2012-06-08 ,80.37,13.27, , balaena mysticetus ,3, , , , , , , , , ,3, water , Approx 2/10 pack-ice. Seen around noon. One fluke and some white patches seen. 
 2015-06-08 ,76.85349518,-5.07748264, Fram Strait , balaena mysticetus ,0,0,3,0, , ,0, , unknown ,0,3, water , Contact: Natuurpunt Griet Nijs 
 2015-08-29 ,81.7640666666666,19.9064166666666, Pack Ice , balaena mysticetus ,0,0,3,0, , ,0, , alive ,0,3, ice ," species confirmed by expedition leader, 2 guides and 2nd officer "
 2010-07-13 ,78.2416666666667,15.5416666666667, 78°14.5´N 015°32.5´E , balaena mysticetus , , , , , , , , , , ,4, unknown , 
 2015-06-09 ,77.07825589,-5.13780691, Fram Strait , balaena mysticetus ,0,0,4,0, , ,0, , unknown ,0,4, water , Contact: Natuurpunt Griet Nijs 
 2005-08-17 ,79.719,31.352, , balaena mysticetus , , , , , , , , , , ,5, water , 
 2005-08-17 ,79.992,31.58, Kvitøya , balaena mysticetus , , , , , , , , , , ,5, water , 
 2015-06-08 ,76.89330524,-5.04959537, Fram Strait , balaena mysticetus ,0,0,5,0, , ,0, , unknown ,0,5, water , Contact: Natuurpunt Griet Nijs 
 2015-08-02 ,81.3991333333333,15.29725, NW Seven Islands , balaena mysticetus ,0,0,5,0,0, ,0,0, ,0,5, water , along pack ice 9h15 
 2016-06-06 ,77.70269,-4.94135, Fram Strait , balaena mysticetus ,0,0,5,0, , ,0, , unknown ,0,5, water , Marijke de Boer 
 2015-06-09 ,77.01990868,-5.16825936, Fram Strait , balaena mysticetus ,0,0,6,0, , ,0, , unknown ,0,6, water , Contact: Natuurpunt Griet Nijs 
 2006-04-18 ,80.58,2.09, Fram Strait , balaena mysticetus , , , , , , , , , , ,7, unknown , Bowhaed Survey 2006 
 2009-06-30 ,79,0, , balaena mysticetus , , , , , , , , , , ,7, unknown , uncertain location and date 
 2015-06-08 ,76.88460297,-5.02343022, Fram Strait , balaena mysticetus ,0,0,7,0, , ,0, , unknown ,0,7, water , Contact: Natuurpunt Griet Nijs 
 2015-06-08 ,76.95148555,-5.12864859, Fram Strait , balaena mysticetus ,0,0,20,0, , ,0, , unknown ,0,20, water , Contact: Natuurpunt Griet Nijs 
 2015-06-09 ,76.9818985,-5.16060781, Fram Strait , balaena mysticetus ,0,0,20,0, , ,0, , unknown ,0,20, water , Contact: Natuurpunt Griet Nijs 
 2015-06-08 ,73.56,-5.08, Fram Strait , balaena mysticetus ,80,0,0,0, , ,0, , unknown ,0,80, ," The number was estimated to 80-100 individuals. Sex and age were not possible to estimate. Position reported by the captain was NOT 5,08 E but 5,08 W ! The sighting went on for perhaps 2 hours over a larger area around this position. The ship was full of birders and other wildlife enthusiasts plus very competent staff with excellent marine mammal identification skills. The weather was flat calm with good visibility throughout. The sighting was along the ice edge. "
 1998-08-24 ,77.8333333333333,4.5, , balaenoptera acutorostrata , , , , , , , , , , ,1, , 
 2000-08-14 ,77.624,13.492, bellsund , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2002-05-19 ,74.7,13.1666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-05-19 ,74.7333333333333,8.15, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-27 ,76.4666666666667,23.1666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-27 ,76.1833333333333,21.4666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-28 ,76.3166666666667,10.25, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-28 ,76.3,10.5166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-28 ,76.3166666666667,10.4166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-28 ,76.3166666666667,10.2, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-28 ,76.3166666666667,10.1666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-29 ,76.3333333333333,4.15, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-29 ,76.3333333333333,5.86666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-29 ,76.3333333333333,7.98333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-29 ,76.4166666666667,5.48333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-29 ,76.3333333333333,5.86666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-29 ,76.3333333333333,8.06666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-30 ,77.3333333333333,11.2333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.85,10.6333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.6333333333333,10.05, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.6666666666667,6.55, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,78.6666666666667,10.0333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.9,10.2333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.65,6.38333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.9166666666667,10.8833333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.8666666666667,10.7166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.6833333333333,6.73333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.9,10.5166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-08-31 ,79.9166666666667,10.5666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.3666666666667,7.6, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.3333333333333,5.33333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.4666666666667,7.4, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.3333333333333,5.23333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.2166666666667,7.86666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.0166666666667,8.28333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.4166666666667,6.55, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,77.85,7.8, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-01 ,78.3833333333333,7.6, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2002-09-05 ,74.15,11.6666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-06-25 ,72.8333333333333,6.61666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-02 ,79.9,10.7333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-08 ,79.3,11.619, Lillienhookfjorden , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-08 ,79.1333333333333,11.6666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-09 ,79.7333333333333,11.05, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.0432,12.007, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-11 ,74.2411,17.1649, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-11 ,74.2862,17.2616, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.1555,11.2716, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-11 ,75.0292,12.0477, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-11 ,74.1562,17.004, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-17 ,74.3343,26.1522, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-17 ,74.1637,27.0513, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-20 ,76.1834,20.0454, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-20 ,76.1855,20.0367, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-20 ,76.2081,19.5422, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-20 ,76.3257,19.3557, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-20 ,76.1927,20.0069, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,76.4224,22.269, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,76.3445,20.0615, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,76.5341,26.5692, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,76.4196,22.2126, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,74.5817,10.1058, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,76.3805,21.081, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,74.0332,9.2321, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-21 ,76.3384,19.5589, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-22 ,75.0309,5.2299, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-22 ,75.0139,5.1749, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-22 ,75.1391,5.5386, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-22 ,74.3278,3.5696, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,75.3952,7.09, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.257,9.3068, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.4145,10.2068, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.2488,9.2805, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.2361,9.2389, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.1715,9.0376, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,75.4198,7.1631, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.1468,8.5605, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,75.4761,7.332, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.174,9.0455, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.4791,10.4151, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.1493,8.5682, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.2966,9.4304, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-23 ,76.1033,8.4254, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-25 ,79.2829,8.5616, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-26 ,78.3452,8.4193, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-26 ,77.0118,9.2627, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-26 ,76.5035,10.3938, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-26 ,78.3911,7.5409, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-26 ,77.5093,10.559, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-27 ,77.176,12.2309, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-07-27 ,76.5634,13.0492, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-02 ,75.5945,13.4843, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-02 ,76.1439,16.0701, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-02 ,76.2568,13.4798, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.4001,15.3375, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.3603,17.0159, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.3797,16.2011, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.361,17.0042, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.3509,17.1777, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-03 ,75.4099,15.164, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.4484,17.4484, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.4393,18.3111, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.447,17.3836, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.4389,18.3482, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.439,18.3251, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.4401,18.254, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.4275,19.2589, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.3957,21.3397, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-05 ,74.4389,18.3418, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-06 ,74.153,21.129, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-06 ,74.4333333333333,5.25, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-06 ,74.3333333333333,5.08333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-06 ,74.2666666666667,4.98333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-07 ,74.5,14.2333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-07 ,77.5679,7.0336, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-08-07 ,74.5,14.1166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-07 ,74.5,14.8666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-08 ,75.5,16.3333333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-08 ,74.8833333333333,17.5833333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-11 ,76.7833333333333,13.7166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-12 ,75.5666666666667,25.3833333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-12 ,75.0666666666667,24.6666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-15 ,74.4333333333333,26.4666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-26 ,76.6833333333333,35.0166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-08-26 ,76.4833333333333,34.7666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-09-03 ,78.912,9.733, Prins Karls Forland , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2003-09-11 ,75.7,36.5166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-09-11 ,75.7333333333333,36.3, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-09-11 ,75.6666666666667,36.5833333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2003-09-27 ,77.1666666666667,28.0833333333333, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2004-08-31 ,74.1472,32.5336, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-08-31 ,74.1471,32.5504, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-03 ,75.0387,34.3795, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-03 ,74.5025,34.0751, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-03 ,74.4889,34.4138, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-04 ,75.3992,26.332, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-05 ,75.5277,31.1363, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-06 ,76.4204,31.0696, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-06 ,76.3767,31.0937, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-09 ,78.8816666666667,4.05166666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, , 
 2004-09-16 ,74.2454,37.1842, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-16 ,74.4666666666667,37.25, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2004-09-16 ,74.45,37.2666666666667, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2004-09-16 ,74.5166666666667,37.2, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
 2004-09-16 ,74.2857,37.1526, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-16 ,74.3193,37.1225, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-16 ,74.3129,37.1281, , balaenoptera acutorostrata , , , , , , , , , , ,1, water , 
 2004-09-16 ,74.5166666666667,37.2, , balaenoptera acutorostrata , , , , , , , , , , ,1, unknown , 
