,date,latitude,longitude,location,species,adult m,adult f,adult,subadult,polar bear condition,polar bear den,cub/calf/pup,bear cubs,dead/alive,unidentified,total,habitat,occurrence remark
0, 2000-07-29 ,78.55,25.4166666666667, ,bowhead whale, , , , , , , , , , ,1, water , V. Large individual possibly a F 
1, 2000-08-08 ,79.1166666666667,21.4416666666667, ,bowhead whale, , , , , , , , , , ,1, water , 
2, 2000-08-16 ,78.917,24.05, ,bowhead whale, , , , , , , , , , ,1, water , 
3, 2001-08-08 ,79.268,20.858, ,bowhead whale, , , , , , , , , , ,1, water , 
4, 2005-08-06 ,78.932,11.922, Nye Ålesund ,bowhead whale, , , , , , , , , , ,1, water , 
5, 2006-04-17 ,80.27,0.68, Fram Strait ,bowhead whale, , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
6, 2006-04-25 ,81.03,1.15, Fram Strait ,bowhead whale, , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
7, 2006-04-26 ,81.12,1.6, Fram Strait ,bowhead whale, , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
8, 2006-04-26 ,81.04,1.16, Fram Strait ,bowhead whale, , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
9, 2006-04-28 ,81.18,1.76, Fram Strait ,bowhead whale, , , , , , , , , , ,1, unknown , Bowhaed Survey 2006 
10, 2006-07-19 ,78.244,15.565, Longyearbyen ,bowhead whale, , , , , , , , , , ,1, water , 
11, 2006-07-21 ,78.1033333333333,13.9666666666667, Festingen ,bowhead whale, , , , , , , , , , ,1, water , 
12, 2006-07-30 ,79.581,20.849, Palanderbukta ,bowhead whale, , , , , , , , , , ,1, water , 
13, 2006-07-30 ,79.581,20.849, Palanderbukta ,bowhead whale, , , , , , , , , , ,1, water ," Apparently feeding, white marks around tailstock "
14, 2007-08-22 ,79.523,17.879, Lomfjorden ,bowhead whale, , , , , , , , , , ,1, , Not sure between BoW and RW 
15, 2009-07-01 ,80.07,15.73, ,bowhead whale, , ,1, , , , , , , ,1, water , all infos with C. Lydersen 
16, 2009-07-01 ,80.076,15.79, East of Moffen ,bowhead whale, , ,1, , , , , , , ,1, water ," Feeding, pictures available "
17, 2009-07-04 ,80.04,15.332, Moffen ,bowhead whale, , , , , , , , , , ,1, water ," 1, between Moffen and Verlegenhuken, 80°01,8’N/15°40,6’E, 4.7.09 "
18, 2010-04-03 ,79.9,1.005, Fram Strait ,bowhead whale, ,1, , , , , , , , ,1, unknown , Bowhaed Survey 2010 
19, 2012-06-24 ,79.9307,13.4633, ,bowhead whale, , , , , , , , , , ,1, unknown , 
20, 2012-08-21 ,78.814,-6.506, Framstredet ,bowhead whale, , , , , , , , , , ,1, water , picture from helicopter 
21, 2012-08-27 ,80.10167,-16.01, Framstredet ,bowhead whale, , ,1, , , , , , , ,1, water , seen from helicopter 
22, 2012-09-03 ,79.25,-5.02, Framstredet ,bowhead whale, , ,1, , , , , , , ,1, water , seen from helicopter 
23, 2013-06-14 ,76.291,-8.291, Greenland Sea ,bowhead whale, , , , , , , , , , ,1, water , pictures attached to msg in SR23 
24, 2013-06-14 ,76.168,-8.324, Greenland Sea ,bowhead whale, , , , , , , , , , ,1, water , pictures attached to msg in SR23 
25, 2013-06-14 ,76.466,-8.018, Greenland Sea ,bowhead whale, , , , , , , , , , ,1, water , pictures attached to msg in SR23 
26, 2013-07-26 ,79.268,10.069, ,bowhead whale, , , , , , , , , , ,1, water , Possibly this species. 1 blow seen. 
27, 2015-06-09 ,77.28529834,-0.86226594, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
28, 2015-06-09 ,77.0290778,-5.15690091, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
29, 2015-06-09 ,77.13016461,-2.61487307, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
30, 2015-06-09 ,77.10454279,-3.4900856, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Contact: Natuurpunt Griet Nijs 
31, 2015-08-02 ,81.3647833333333,15.7626833333333, NW Seven Islands ,bowhead whale,0,0,1,0,0, ,0,0, ,0,1, water , along pack ice 10h55 
32, 2015-08-14 ,80.148,27.892, Storøya ,bowhead whale,0,0,1,0,0, ,0,0, ,0,1, water ," Sleeping, then moved away and disappeared. "
33, 2015-08-24 ,81.775,21.2734, North of Seven Islands ,bowhead whale,0,0,1,0,0, ,0,0, ,0,1, water , along pack ice edge 20h30 
34, 2015-08-24 ,81.7562666666666,19.90555, North of Seven Islands ,bowhead whale,0,0,1,0,0, ,0,0, ,0,1, water , along pack ice edge 16h00 
35, 2016-06-05 ,76.96566272,-4.58846246, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Hans Verdaat 
36, 2016-06-05 ,76.9758687078,-4.5634232842, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Marijke de Boer 
37, 2016-06-05 ,76.96566272,-4.58846246, ,bowhead whale,0,0,0,0, , ,0, , unknown ,1,1, , 
38, 2016-06-06 ,77.79809768,-2.15746201, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Hans Verdaat 
39, 2016-06-06 ,77.61424217,-4.35552282, ,bowhead whale,0,0,0,0, , ,0, , unknown ,1,1, , 
40, 2016-06-06 ,77.79809768,-2.15746201, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , unknown ,0,1, water , Hans Verdaat 
41, 2016-06-06 ,77.79809768,-2.15746201, ,bowhead whale,0,0,0,0, , ,0, , unknown ,1,1, , 
42, 2016-06-20 ,81,16.53, ,bowhead whale,0,0,0,0, , ,0, , unknown ,1,1, , 
43, 2016-06-22 ,80.7333333333333,21.8666666666666, N av Phippsøya ,bowhead whale,0,0,0,0, , ,0, , unknown ,1,1, , 
44, 2008-08-01 ,78.85096,33.69752, ,bowhead whale, , , , , , , , , , ,1, water , 
45, 2016-06-06 ,77.61234,-4.34891, Fram Strait ,bowhead whale,0,0,1,0, , ,0, , dead ,0,1, water , Marijke de Boer 
46, 2016-08-14 ,78.90094,20.92518, ,bowhead whale,0,0,0,0, , ,0, , unknown ,1,1, , 
47, 2016-08-14 ,78.90094,20.92518, ,bowhead whale,0,0,0,0, , ,0, , alive ,1,1, , bilde vedlagt 
48, 2011-10-07 ,79.197,-9.081, ,bowhead whale, , , , , , , , , , ,2, unknown , pictures 
49, 2012-06-24 ,79.963,13.425, Reinsdyrflya ,bowhead whale, , , , , , , , , , ,2, water , 
50, 2012-06-28 ,80,29.39, ,bowhead whale, , ,2, , , , , , , ,2, water , Photos available 
51, 2016-04-07 ,72.4166666666666,-15.8833333333333, ,bowhead whale,0,1,0,0, , ,1, , unknown ,0,2, , Film vedlagt rapporten 
52, 2016-06-06 ,77.70038944,-4.94048681, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans/Marijke 
53, 2016-06-06 ,77.7792939634,-2.8728513727, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
54, 2016-06-06 ,77.73006733,-3.04059341, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
55, 2016-06-06 ,77.6550746057,-4.5657015174, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
56, 2016-06-06 ,77.70038944,-4.94048681, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans/Marijke 
57, 2016-06-06 ,77.73006733,-3.04059341, ,bowhead whale,0,0,0,0, , ,0, , unknown ,2,2, , 
58, 2016-06-06 ,77.7792939634,-2.8728513727, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
59, 2016-06-06 ,77.65417491,-4.56100015, ,bowhead whale,0,0,0,0, , ,0, , unknown ,2,2, , 
60, 2016-06-06 ,77.6550746057,-4.5657015174, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
61, 2016-06-06 ,77.73006733,-3.04059341, Fram Strait ,bowhead whale,0,0,2,0, , ,0, , unknown ,0,2, water , Hans Verdaat 
62, 2016-06-06 ,77.70038944,-4.94048681, ,bowhead whale,0,0,0,0, , ,0, , unknown ,2,2, , 
63, 2016-07-10 ,81.18,15.36, pack ice ,bowhead whale,0,0,2,0,0, ,0,0, ,0,2, , Bowhead Whales cruised alongside ship for upwards of 45 minutes unperturbed. Could have been three Bowheads as three whales sighted initially but one whale not seen shortly after initial sighting and ID not confirmed. Good close up footage of two Bowheads obtained. 
64, 2008-07-31 ,78.64945,29.30327, Kongsøya ,bowhead whale, , , , , , , , , , ,2, water , 
65, 2006-04-26 ,81.31,2.3, Fram Strait ,bowhead whale, , , , , , , , , , ,3, unknown , Bowhaed Survey 2006 
66, 2006-04-28 ,81.35,1.53, Fram Strait ,bowhead whale, , , , , , , , , , ,3, unknown , Bowhaed Survey 2006 
67, 2011-09-07 ,78.775,-8.792, Framstredet ,bowhead whale, , ,1, , , , , , , ,3, unknown , 
68, 2012-06-08 ,80.37,13.27, ,bowhead whale,3, , , , , , , , , ,3, water , Approx 2/10 pack-ice. Seen around noon. One fluke and some white patches seen. 
69, 2015-06-08 ,76.85349518,-5.07748264, Fram Strait ,bowhead whale,0,0,3,0, , ,0, , unknown ,0,3, water , Contact: Natuurpunt Griet Nijs 
70, 2015-08-29 ,81.7640666666666,19.9064166666666, Pack Ice ,bowhead whale,0,0,3,0, , ,0, , alive ,0,3, ice ," species confirmed by expedition leader, 2 guides and 2nd officer "
71, 2010-07-13 ,78.2416666666667,15.5416666666667, 78°14.5´N 015°32.5´E ,bowhead whale, , , , , , , , , , ,4, unknown , 
72, 2015-06-09 ,77.07825589,-5.13780691, Fram Strait ,bowhead whale,0,0,4,0, , ,0, , unknown ,0,4, water , Contact: Natuurpunt Griet Nijs 
73, 2005-08-17 ,79.719,31.352, ,bowhead whale, , , , , , , , , , ,5, water , 
74, 2005-08-17 ,79.992,31.58, Kvitøya ,bowhead whale, , , , , , , , , , ,5, water , 
75, 2015-06-08 ,76.89330524,-5.04959537, Fram Strait ,bowhead whale,0,0,5,0, , ,0, , unknown ,0,5, water , Contact: Natuurpunt Griet Nijs 
76, 2015-08-02 ,81.3991333333333,15.29725, NW Seven Islands ,bowhead whale,0,0,5,0,0, ,0,0, ,0,5, water , along pack ice 9h15 
77, 2016-06-06 ,77.70269,-4.94135, Fram Strait ,bowhead whale,0,0,5,0, , ,0, , unknown ,0,5, water , Marijke de Boer 
78, 2015-06-09 ,77.01990868,-5.16825936, Fram Strait ,bowhead whale,0,0,6,0, , ,0, , unknown ,0,6, water , Contact: Natuurpunt Griet Nijs 
79, 2006-04-18 ,80.58,2.09, Fram Strait ,bowhead whale, , , , , , , , , , ,7, unknown , Bowhaed Survey 2006 
80, 2009-06-30 ,79,0.0, ,bowhead whale, , , , , , , , , , ,7, unknown , uncertain location and date 
81, 2015-06-08 ,76.88460297,-5.02343022, Fram Strait ,bowhead whale,0,0,7,0, , ,0, , unknown ,0,7, water , Contact: Natuurpunt Griet Nijs 
82, 2015-06-08 ,76.95148555,-5.12864859, Fram Strait ,bowhead whale,0,0,20,0, , ,0, , unknown ,0,20, water , Contact: Natuurpunt Griet Nijs 
83, 2015-06-09 ,76.9818985,-5.16060781, Fram Strait ,bowhead whale,0,0,20,0, , ,0, , unknown ,0,20, water , Contact: Natuurpunt Griet Nijs 
84, 2015-06-08 ,73.56,-5.08, Fram Strait ,bowhead whale,80,0,0,0, , ,0, , unknown ,0,80, ," The number was estimated to 80-100 individuals. Sex and age were not possible to estimate. Position reported by the captain was NOT 5,08 E but 5,08 W ! The sighting went on for perhaps 2 hours over a larger area around this position. The ship was full of birders and other wildlife enthusiasts plus very competent staff with excellent marine mammal identification skills. The weather was flat calm with good visibility throughout. The sighting was along the ice edge. "
85, 1998-08-24 ,77.8333333333333,4.5, ,common minkie whale, , , , , , , , , , ,1, , 
86, 2000-08-14 ,77.624,13.492, bellsund ,common minkie whale, , , , , , , , , , ,1, water , 
87, 2002-05-19 ,74.7,13.1666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
88, 2002-05-19 ,74.7333333333333,8.15, ,common minkie whale, , , , , , , , , , ,1, unknown , 
89, 2002-08-27 ,76.4666666666667,23.1666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
90, 2002-08-27 ,76.1833333333333,21.4666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
91, 2002-08-28 ,76.3166666666667,10.25, ,common minkie whale, , , , , , , , , , ,1, unknown , 
92, 2002-08-28 ,76.3,10.5166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
93, 2002-08-28 ,76.3166666666667,10.4166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
94, 2002-08-28 ,76.3166666666667,10.2, ,common minkie whale, , , , , , , , , , ,1, unknown , 
95, 2002-08-28 ,76.3166666666667,10.1666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
96, 2002-08-29 ,76.3333333333333,4.15, ,common minkie whale, , , , , , , , , , ,1, unknown , 
97, 2002-08-29 ,76.3333333333333,5.86666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
98, 2002-08-29 ,76.3333333333333,7.98333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
99, 2002-08-29 ,76.4166666666667,5.48333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
100, 2002-08-29 ,76.3333333333333,5.86666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
101, 2002-08-29 ,76.3333333333333,8.06666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
102, 2002-08-30 ,77.3333333333333,11.2333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
103, 2002-08-31 ,79.85,10.6333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
104, 2002-08-31 ,79.6333333333333,10.05, ,common minkie whale, , , , , , , , , , ,1, unknown , 
105, 2002-08-31 ,79.6666666666667,6.55, ,common minkie whale, , , , , , , , , , ,1, unknown , 
106, 2002-08-31 ,78.6666666666667,10.0333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
107, 2002-08-31 ,79.9,10.2333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
108, 2002-08-31 ,79.65,6.38333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
109, 2002-08-31 ,79.9166666666667,10.8833333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
110, 2002-08-31 ,79.8666666666667,10.7166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
111, 2002-08-31 ,79.6833333333333,6.73333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
112, 2002-08-31 ,79.9,10.5166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
113, 2002-08-31 ,79.9166666666667,10.5666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
114, 2002-09-01 ,78.3666666666667,7.6, ,common minkie whale, , , , , , , , , , ,1, unknown , 
115, 2002-09-01 ,78.3333333333333,5.33333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
116, 2002-09-01 ,78.4666666666667,7.4, ,common minkie whale, , , , , , , , , , ,1, unknown , 
117, 2002-09-01 ,78.3333333333333,5.23333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
118, 2002-09-01 ,78.2166666666667,7.86666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
119, 2002-09-01 ,78.0166666666667,8.28333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
120, 2002-09-01 ,78.4166666666667,6.55, ,common minkie whale, , , , , , , , , , ,1, unknown , 
121, 2002-09-01 ,77.85,7.8, ,common minkie whale, , , , , , , , , , ,1, unknown , 
122, 2002-09-01 ,78.3833333333333,7.6, ,common minkie whale, , , , , , , , , , ,1, unknown , 
123, 2002-09-05 ,74.15,11.6666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
124, 2003-06-25 ,72.8333333333333,6.61666666666667, ,common minkie whale, , , , , , , , , , ,1, water , 
125, 2003-07-02 ,79.9,10.7333333333333, ,common minkie whale, , , , , , , , , , ,1, water , 
126, 2003-07-08 ,79.3,11.619, Lillienhookfjorden ,common minkie whale, , , , , , , , , , ,1, water , 
127, 2003-07-08 ,79.1333333333333,11.6666666666667, ,common minkie whale, , , , , , , , , , ,1, water , 
128, 2003-07-09 ,79.7333333333333,11.05, ,common minkie whale, , , , , , , , , , ,1, water , 
129, 2003-07-11 ,75.0432,12.007, ,common minkie whale, , , , , , , , , , ,1, water , 
130, 2003-07-11 ,74.2411,17.1649, ,common minkie whale, , , , , , , , , , ,1, water , 
131, 2003-07-11 ,74.2862,17.2616, ,common minkie whale, , , , , , , , , , ,1, water , 
132, 2003-07-11 ,75.1555,11.2716, ,common minkie whale, , , , , , , , , , ,1, water , 
133, 2003-07-11 ,75.0292,12.0477, ,common minkie whale, , , , , , , , , , ,1, water , 
134, 2003-07-11 ,74.1562,17.004, ,common minkie whale, , , , , , , , , , ,1, water , 
135, 2003-07-17 ,74.3343,26.1522, ,common minkie whale, , , , , , , , , , ,1, water , 
136, 2003-07-17 ,74.1637,27.0513, ,common minkie whale, , , , , , , , , , ,1, water , 
137, 2003-07-20 ,76.1834,20.0454, ,common minkie whale, , , , , , , , , , ,1, water , 
138, 2003-07-20 ,76.1855,20.0367, ,common minkie whale, , , , , , , , , , ,1, water , 
139, 2003-07-20 ,76.2081,19.5422, ,common minkie whale, , , , , , , , , , ,1, water , 
140, 2003-07-20 ,76.3257,19.3557, ,common minkie whale, , , , , , , , , , ,1, water , 
141, 2003-07-20 ,76.1927,20.0069, ,common minkie whale, , , , , , , , , , ,1, water , 
142, 2003-07-21 ,76.4224,22.269, ,common minkie whale, , , , , , , , , , ,1, water , 
143, 2003-07-21 ,76.3445,20.0615, ,common minkie whale, , , , , , , , , , ,1, water , 
144, 2003-07-21 ,76.5341,26.5692, ,common minkie whale, , , , , , , , , , ,1, water , 
145, 2003-07-21 ,76.4196,22.2126, ,common minkie whale, , , , , , , , , , ,1, water , 
146, 2003-07-21 ,74.5817,10.1058, ,common minkie whale, , , , , , , , , , ,1, water , 
147, 2003-07-21 ,76.3805,21.081, ,common minkie whale, , , , , , , , , , ,1, water , 
148, 2003-07-21 ,74.0332,9.2321, ,common minkie whale, , , , , , , , , , ,1, water , 
149, 2003-07-21 ,76.3384,19.5589, ,common minkie whale, , , , , , , , , , ,1, water , 
150, 2003-07-22 ,75.0309,5.2299, ,common minkie whale, , , , , , , , , , ,1, water , 
151, 2003-07-22 ,75.0139,5.1749, ,common minkie whale, , , , , , , , , , ,1, water , 
152, 2003-07-22 ,75.1391,5.5386, ,common minkie whale, , , , , , , , , , ,1, water , 
153, 2003-07-22 ,74.3278,3.5696, ,common minkie whale, , , , , , , , , , ,1, water , 
154, 2003-07-23 ,75.3952,7.09, ,common minkie whale, , , , , , , , , , ,1, water , 
155, 2003-07-23 ,76.257,9.3068, ,common minkie whale, , , , , , , , , , ,1, water , 
156, 2003-07-23 ,76.4145,10.2068, ,common minkie whale, , , , , , , , , , ,1, water , 
157, 2003-07-23 ,76.2488,9.2805, ,common minkie whale, , , , , , , , , , ,1, water , 
158, 2003-07-23 ,76.2361,9.2389, ,common minkie whale, , , , , , , , , , ,1, water , 
159, 2003-07-23 ,76.1715,9.0376, ,common minkie whale, , , , , , , , , , ,1, water , 
160, 2003-07-23 ,75.4198,7.1631, ,common minkie whale, , , , , , , , , , ,1, water , 
161, 2003-07-23 ,76.1468,8.5605, ,common minkie whale, , , , , , , , , , ,1, water , 
162, 2003-07-23 ,75.4761,7.332, ,common minkie whale, , , , , , , , , , ,1, water , 
163, 2003-07-23 ,76.174,9.0455, ,common minkie whale, , , , , , , , , , ,1, water , 
164, 2003-07-23 ,76.4791,10.4151, ,common minkie whale, , , , , , , , , , ,1, water , 
165, 2003-07-23 ,76.1493,8.5682, ,common minkie whale, , , , , , , , , , ,1, water , 
166, 2003-07-23 ,76.2966,9.4304, ,common minkie whale, , , , , , , , , , ,1, water , 
167, 2003-07-23 ,76.1033,8.4254, ,common minkie whale, , , , , , , , , , ,1, water , 
168, 2003-07-25 ,79.2829,8.5616, ,common minkie whale, , , , , , , , , , ,1, water , 
169, 2003-07-26 ,78.3452,8.4193, ,common minkie whale, , , , , , , , , , ,1, water , 
170, 2003-07-26 ,77.0118,9.2627, ,common minkie whale, , , , , , , , , , ,1, water , 
171, 2003-07-26 ,76.5035,10.3938, ,common minkie whale, , , , , , , , , , ,1, water , 
172, 2003-07-26 ,78.3911,7.5409, ,common minkie whale, , , , , , , , , , ,1, water , 
173, 2003-07-26 ,77.5093,10.559, ,common minkie whale, , , , , , , , , , ,1, water , 
174, 2003-07-27 ,77.176,12.2309, ,common minkie whale, , , , , , , , , , ,1, water , 
175, 2003-07-27 ,76.5634,13.0492, ,common minkie whale, , , , , , , , , , ,1, water , 
176, 2003-08-02 ,75.5945,13.4843, ,common minkie whale, , , , , , , , , , ,1, water , 
177, 2003-08-02 ,76.1439,16.0701, ,common minkie whale, , , , , , , , , , ,1, water , 
178, 2003-08-02 ,76.2568,13.4798, ,common minkie whale, , , , , , , , , , ,1, water , 
179, 2003-08-03 ,75.4001,15.3375, ,common minkie whale, , , , , , , , , , ,1, water , 
180, 2003-08-03 ,75.3603,17.0159, ,common minkie whale, , , , , , , , , , ,1, water , 
181, 2003-08-03 ,75.3797,16.2011, ,common minkie whale, , , , , , , , , , ,1, water , 
182, 2003-08-03 ,75.361,17.0042, ,common minkie whale, , , , , , , , , , ,1, water , 
183, 2003-08-03 ,75.3509,17.1777, ,common minkie whale, , , , , , , , , , ,1, water , 
184, 2003-08-03 ,75.4099,15.164, ,common minkie whale, , , , , , , , , , ,1, water , 
185, 2003-08-05 ,74.4484,17.4484, ,common minkie whale, , , , , , , , , , ,1, water , 
186, 2003-08-05 ,74.4393,18.3111, ,common minkie whale, , , , , , , , , , ,1, water , 
187, 2003-08-05 ,74.447,17.3836, ,common minkie whale, , , , , , , , , , ,1, water , 
188, 2003-08-05 ,74.4389,18.3482, ,common minkie whale, , , , , , , , , , ,1, water , 
189, 2003-08-05 ,74.439,18.3251, ,common minkie whale, , , , , , , , , , ,1, water , 
190, 2003-08-05 ,74.4401,18.254, ,common minkie whale, , , , , , , , , , ,1, water , 
191, 2003-08-05 ,74.4275,19.2589, ,common minkie whale, , , , , , , , , , ,1, water , 
192, 2003-08-05 ,74.3957,21.3397, ,common minkie whale, , , , , , , , , , ,1, water , 
193, 2003-08-05 ,74.4389,18.3418, ,common minkie whale, , , , , , , , , , ,1, water , 
194, 2003-08-06 ,74.153,21.129, ,common minkie whale, , , , , , , , , , ,1, water , 
195, 2003-08-06 ,74.4333333333333,5.25, ,common minkie whale, , , , , , , , , , ,1, unknown , 
196, 2003-08-06 ,74.3333333333333,5.08333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
197, 2003-08-06 ,74.2666666666667,4.98333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
198, 2003-08-07 ,74.5,14.2333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
199, 2003-08-07 ,77.5679,7.0336, ,common minkie whale, , , , , , , , , , ,1, water , 
200, 2003-08-07 ,74.5,14.1166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
201, 2003-08-07 ,74.5,14.8666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
202, 2003-08-08 ,75.5,16.3333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
203, 2003-08-08 ,74.8833333333333,17.5833333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
204, 2003-08-11 ,76.7833333333333,13.7166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
205, 2003-08-12 ,75.5666666666667,25.3833333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
206, 2003-08-12 ,75.0666666666667,24.6666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
207, 2003-08-15 ,74.4333333333333,26.4666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
208, 2003-08-26 ,76.6833333333333,35.0166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
209, 2003-08-26 ,76.4833333333333,34.7666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
210, 2003-09-03 ,78.912,9.733, Prins Karls Forland ,common minkie whale, , , , , , , , , , ,1, water , 
211, 2003-09-11 ,75.7,36.5166666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
212, 2003-09-11 ,75.7333333333333,36.3, ,common minkie whale, , , , , , , , , , ,1, unknown , 
213, 2003-09-11 ,75.6666666666667,36.5833333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
214, 2003-09-27 ,77.1666666666667,28.0833333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
215, 2004-08-31 ,74.1472,32.5336, ,common minkie whale, , , , , , , , , , ,1, water , 
216, 2004-08-31 ,74.1471,32.5504, ,common minkie whale, , , , , , , , , , ,1, water , 
217, 2004-09-03 ,75.0387,34.3795, ,common minkie whale, , , , , , , , , , ,1, water , 
218, 2004-09-03 ,74.5025,34.0751, ,common minkie whale, , , , , , , , , , ,1, water , 
219, 2004-09-03 ,74.4889,34.4138, ,common minkie whale, , , , , , , , , , ,1, water , 
220, 2004-09-04 ,75.3992,26.332, ,common minkie whale, , , , , , , , , , ,1, water , 
221, 2004-09-05 ,75.5277,31.1363, ,common minkie whale, , , , , , , , , , ,1, water , 
222, 2004-09-06 ,76.4204,31.0696, ,common minkie whale, , , , , , , , , , ,1, water , 
223, 2004-09-06 ,76.3767,31.0937, ,common minkie whale, , , , , , , , , , ,1, water , 
224, 2004-09-09 ,78.8816666666667,4.05166666666667, ,common minkie whale, , , , , , , , , , ,1, , 
225, 2004-09-16 ,74.2454,37.1842, ,common minkie whale, , , , , , , , , , ,1, water , 
226, 2004-09-16 ,74.4666666666667,37.25, ,common minkie whale, , , , , , , , , , ,1, unknown , 
227, 2004-09-16 ,74.45,37.2666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
228, 2004-09-16 ,74.5166666666667,37.2, ,common minkie whale, , , , , , , , , , ,1, unknown , 
229, 2004-09-16 ,74.2857,37.1526, ,common minkie whale, , , , , , , , , , ,1, water , 
230, 2004-09-16 ,74.3193,37.1225, ,common minkie whale, , , , , , , , , , ,1, water , 
231, 2004-09-16 ,74.3129,37.1281, ,common minkie whale, , , , , , , , , , ,1, water , 
232, 2004-09-16 ,74.5166666666667,37.2, ,common minkie whale, , , , , , , , , , ,1, unknown , 
233, 2004-09-18 ,76.55,37.9666666666667, ,common minkie whale, , , , , , , , , , ,1, unknown , 
234, 2004-09-18 ,76.3318,37.5893, ,common minkie whale, , , , , , , , , , ,1, water , 
235, 2004-09-19 ,76.3844,29.0643, ,common minkie whale, , , , , , , , , , ,1, water , 
236, 2004-09-19 ,76.5595,33.5619, ,common minkie whale, , , , , , , , , , ,1, water , 
237, 2004-09-19 ,76.6333333333333,29.1, ,common minkie whale, , , , , , , , , , ,1, unknown , 
238, 2004-09-19 ,76.7,29.2833333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
239, 2004-09-22 ,79.3001,29.142, ,common minkie whale, , , , , , , , , , ,1, water , 
240, 2004-09-22 ,79.5,29.3333333333333, ,common minkie whale, , , , , , , , , , ,1, unknown , 
